subject,status_file_exists,status,timestamp,output_directory,error_message,raw_content
00003,True,SUCCESS,2025-08-23 18:16:01.965903,/root/autodl-tmp/00003/ptt_bp_analysis_calibrated,,"Subject 00003 - PTT Analysis Completed Successfully
Timestamp: 2025-08-23 18:16:01.965903
Output Directory: /root/autodl-tmp/00003/ptt_bp_analysis_calibrated
Status: SUCCESS
"
00016,True,SUCCESS,2025-08-23 18:16:34.535060,/root/autodl-tmp/00016/ptt_bp_analysis_calibrated,,"Subject 00016 - PTT Analysis Completed Successfully
Timestamp: 2025-08-23 18:16:34.535060
Output Directory: /root/autodl-tmp/00016/ptt_bp_analysis_calibrated
Status: SUCCESS
"
00017,True,SUCCESS,2025-08-23 18:15:51.237335,/root/autodl-tmp/00017/ptt_bp_analysis_calibrated,,"Subject 00017 - PTT Analysis Completed Successfully
Timestamp: 2025-08-23 18:15:51.237335
Output Directory: /root/autodl-tmp/00017/ptt_bp_analysis_calibrated
Status: SUCCESS
"
00023,True,SUCCESS,2025-08-23 18:17:13.945929,/root/autodl-tmp/00023/ptt_bp_analysis_calibrated,,"Subject 00023 - PTT Analysis Completed Successfully
Timestamp: 2025-08-23 18:17:13.945929
Output Directory: /root/autodl-tmp/00023/ptt_bp_analysis_calibrated
Status: SUCCESS
"
00041,True,SUCCESS,2025-08-23 18:15:40.260568,/root/autodl-tmp/00041/ptt_bp_analysis_calibrated,,"Subject 00041 - PTT Analysis Completed Successfully
Timestamp: 2025-08-23 18:15:40.260568
Output Directory: /root/autodl-tmp/00041/ptt_bp_analysis_calibrated
Status: SUCCESS
"
00042,True,SUCCESS,2025-08-23 18:17:10.558588,/root/autodl-tmp/00042/ptt_bp_analysis_calibrated,,"Subject 00042 - PTT Analysis Completed Successfully
Timestamp: 2025-08-23 18:17:10.558588
Output Directory: /root/autodl-tmp/00042/ptt_bp_analysis_calibrated
Status: SUCCESS
"
00043,True,SUCCESS,2025-08-23 18:15:39.973305,/root/autodl-tmp/00043/ptt_bp_analysis_calibrated,,"Subject 00043 - PTT Analysis Completed Successfully
Timestamp: 2025-08-23 18:15:39.973305
Output Directory: /root/autodl-tmp/00043/ptt_bp_analysis_calibrated
Status: SUCCESS
"
00044,True,SUCCESS,2025-08-23 18:16:47.510547,/root/autodl-tmp/00044/ptt_bp_analysis_calibrated,,"Subject 00044 - PTT Analysis Completed Successfully
Timestamp: 2025-08-23 18:16:47.510547
Output Directory: /root/autodl-tmp/00044/ptt_bp_analysis_calibrated
Status: SUCCESS
"
00045,True,SUCCESS,2025-08-23 18:17:40.424295,/root/autodl-tmp/00045/ptt_bp_analysis_calibrated,,"Subject 00045 - PTT Analysis Completed Successfully
Timestamp: 2025-08-23 18:17:40.424295
Output Directory: /root/autodl-tmp/00045/ptt_bp_analysis_calibrated
Status: SUCCESS
"
00046,True,SUCCESS,2025-08-23 18:18:40.418889,/root/autodl-tmp/00046/ptt_bp_analysis_calibrated,,"Subject 00046 - PTT Analysis Completed Successfully
Timestamp: 2025-08-23 18:18:40.418889
Output Directory: /root/autodl-tmp/00046/ptt_bp_analysis_calibrated
Status: SUCCESS
"
00047,True,SUCCESS,2025-08-23 18:18:20.903947,/root/autodl-tmp/00047/ptt_bp_analysis_calibrated,,"Subject 00047 - PTT Analysis Completed Successfully
Timestamp: 2025-08-23 18:18:20.903947
Output Directory: /root/autodl-tmp/00047/ptt_bp_analysis_calibrated
Status: SUCCESS
"
00048,True,SUCCESS,2025-08-23 18:18:00.917534,/root/autodl-tmp/00048/ptt_bp_analysis_calibrated,,"Subject 00048 - PTT Analysis Completed Successfully
Timestamp: 2025-08-23 18:18:00.917534
Output Directory: /root/autodl-tmp/00048/ptt_bp_analysis_calibrated
Status: SUCCESS
"
00049,True,SUCCESS,2025-08-23 18:18:42.895516,/root/autodl-tmp/00049/ptt_bp_analysis_calibrated,,"Subject 00049 - PTT Analysis Completed Successfully
Timestamp: 2025-08-23 18:18:42.895516
Output Directory: /root/autodl-tmp/00049/ptt_bp_analysis_calibrated
Status: SUCCESS
"
00050,True,SUCCESS,2025-08-23 18:18:22.530242,/root/autodl-tmp/00050/ptt_bp_analysis_calibrated,,"Subject 00050 - PTT Analysis Completed Successfully
Timestamp: 2025-08-23 18:18:22.530242
Output Directory: /root/autodl-tmp/00050/ptt_bp_analysis_calibrated
Status: SUCCESS
"
00051,True,SUCCESS,2025-08-23 18:19:29.152684,/root/autodl-tmp/00051/ptt_bp_analysis_calibrated,,"Subject 00051 - PTT Analysis Completed Successfully
Timestamp: 2025-08-23 18:19:29.152684
Output Directory: /root/autodl-tmp/00051/ptt_bp_analysis_calibrated
Status: SUCCESS
"
00052,True,SUCCESS,2025-08-23 18:19:45.019568,/root/autodl-tmp/00052/ptt_bp_analysis_calibrated,,"Subject 00052 - PTT Analysis Completed Successfully
Timestamp: 2025-08-23 18:19:45.019568
Output Directory: /root/autodl-tmp/00052/ptt_bp_analysis_calibrated
Status: SUCCESS
"
00053,True,SUCCESS,2025-08-23 18:20:04.234755,/root/autodl-tmp/00053/ptt_bp_analysis_calibrated,,"Subject 00053 - PTT Analysis Completed Successfully
Timestamp: 2025-08-23 18:20:04.234755
Output Directory: /root/autodl-tmp/00053/ptt_bp_analysis_calibrated
Status: SUCCESS
"
00054,True,SUCCESS,2025-08-23 18:18:54.439211,/root/autodl-tmp/00054/ptt_bp_analysis_calibrated,,"Subject 00054 - PTT Analysis Completed Successfully
Timestamp: 2025-08-23 18:18:54.439211
Output Directory: /root/autodl-tmp/00054/ptt_bp_analysis_calibrated
Status: SUCCESS
"
00055,True,SUCCESS,2025-08-23 18:20:32.534832,/root/autodl-tmp/00055/ptt_bp_analysis_calibrated,,"Subject 00055 - PTT Analysis Completed Successfully
Timestamp: 2025-08-23 18:20:32.534832
Output Directory: /root/autodl-tmp/00055/ptt_bp_analysis_calibrated
Status: SUCCESS
"
00056,True,SUCCESS,2025-08-23 18:20:41.020978,/root/autodl-tmp/00056/ptt_bp_analysis_calibrated,,"Subject 00056 - PTT Analysis Completed Successfully
Timestamp: 2025-08-23 18:20:41.020978
Output Directory: /root/autodl-tmp/00056/ptt_bp_analysis_calibrated
Status: SUCCESS
"
00057,True,SUCCESS,2025-08-23 18:19:46.919337,/root/autodl-tmp/00057/ptt_bp_analysis_calibrated,,"Subject 00057 - PTT Analysis Completed Successfully
Timestamp: 2025-08-23 18:19:46.919337
Output Directory: /root/autodl-tmp/00057/ptt_bp_analysis_calibrated
Status: SUCCESS
"
00058,True,SUCCESS,2025-08-23 18:20:53.308238,/root/autodl-tmp/00058/ptt_bp_analysis_calibrated,,"Subject 00058 - PTT Analysis Completed Successfully
Timestamp: 2025-08-23 18:20:53.308238
Output Directory: /root/autodl-tmp/00058/ptt_bp_analysis_calibrated
Status: SUCCESS
"
00059,True,FAILED - No valid results,2025-08-24 14:16:50.441095,/root/autodl-tmp/00059/ptt_bp_analysis_calibrated,,"Subject 00059 - PTT Analysis Failed
Timestamp: 2025-08-24 14:16:50.441095
Output Directory: /root/autodl-tmp/00059/ptt_bp_analysis_calibrated
Status: FAILED - No valid results
"
